Title,Genre,Year,imdbRating,Plot
Logan,"Action, Drama, Sci-Fi, Thriller",2017,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
Kong: Skull Island,"Action, Adventure, Fantasy, Sci-Fi",2017,6.7,"A team of scientists explore an uncharted island in the Pacific, venturing into the domain of the mighty Kong, and must fight to escape a primal Eden."
T2 Trainspotting,Drama,2017,7.2,"After 20 years abroad, Mark Renton returns to Scotland and reunites with his old friends Sick Boy, Spud, and Begbie."
The Big Sick,"Comedy, Drama, Romance",2017,7.6,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings."
100 Streets,Drama,2016,5.7,"Three people, three extraordinary stories. All lived out within a hundred London streets."
Beauty and the Beast,"Family, Fantasy, Musical, Romance",2017,7.2,"A selfish prince is cursed to become a monster for the rest of his life, unless he learns to fall in love with a beautiful young woman he keeps prisoner."
The Boss Baby,"Animation, Adventure, Comedy, Family, Fantasy",2017,6.3,"A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co."
Mercury Plains,"Action, Adventure, Drama",2016,4.3,"A troubled man runs away to Mexico and is recruited to join a paramilitary group of teens fighting the drug cartels. He proves himself to the group, but questions their motive."
Call Me by Your Name,"Drama, Romance",2017,7.9,"In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant."
Mudbound,"Drama, War",2017,7.4,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war."
Ghost in the Shell,"Action, Drama, Sci-Fi, Thriller",2017,6.4,"In the near future, Major Mila Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals."
Bill Burr: Walk Your Way Out,"Documentary, Comedy",2017,7.1,"Comedian Bill Burr takes the stage in Nashville and riffs on such topics as overpopulation, fast food, dictators and gorilla sign language."
Fifty Shades Darker,"Drama, Romance",2017,4.6,"While Christian wrestles with his inner demons, Anastasia must confront the anger and envy of the women who came before her."
Neal Brennan: 3 Mics,"Documentary, Comedy",2017,7.9,"Neal Brennan is taking multitasking to a whole new level in his new Netflix special, 3 Mics, which features the comedian switching between three different microphones symbolizing three different styles of comedy."
Beyoncé: Lemonade,Music,2016,8.1,A view of a woman's journey through life.
American Fable,Thriller,2016,6.1,"After 11-year-old Gitty discovers a man who can grant wishes hiding in her family's silo, she is forced to choose between saving the man's life and protecting her family."
The Void,"Horror, Mystery, Sci-Fi, Thriller",2016,5.8,"Shortly after delivering a patient to an understaffed hospital, a police officer experiences strange and violent occurrences seemingly linked to a group of mysterious hooded figures."
Buster's Mal Heart,"Drama, Mystery, Thriller",2016,6.0,A family man's chance encounter with a conspiracy-obsessed drifter leaves him on the run from the police and an impending event known as the Inversion.
Power Rangers,"Action, Adventure, Sci-Fi",2017,6.0,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world."
Alien: Covenant,"Horror, Sci-Fi, Thriller",2017,6.4,"The crew of a colony ship, bound for a remote planet, discover an uncharted paradise with a threat beyond their imagination, and must attempt a harrowing escape."
Free Fire,"Action, Comedy, Crime, Thriller",2016,6.4,"Set in Boston in 1978, a meeting in a deserted warehouse between two gangs turns into a shootout and a game of survival."
The Age of Spin: Dave Chappelle Live at the Hollywood Palladium,"Documentary, Comedy",2017,8.0,"Dave Chappelle gives his usual skewed insight into the topics of race, technology, OJ Simpson, and more in a stand up special filmed in Hollywood."
CHIPS,"Action, Comedy, Crime",2017,6.0,"A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops."
Table 19,"Comedy, Drama, Romance",2017,5.8,"Eloise, having been relieved of maid of honor duties after being unceremoniously dumped by the best man via text, decides to attend the wedding anyway, only to find herself seated with five fellow unwanted guests at the dreaded Table 19."
Deep in the Heart of Texas: Dave Chappelle Live at Austin City Limits,"Documentary, Comedy",2017,7.9,"Dave Chappelle gives his stand about racially charged run-ins, celebrity scandals and fatherly dilemmas in his stand-up set at Austin's Moody Theater."
Gifted,Drama,2017,7.6,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother."
Baywatch,"Action, Comedy, Crime",2017,5.6,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay."
Snatched,"Action, Adventure, Comedy",2017,4.5,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results."
The Mummy,"Action, Adventure, Fantasy, Thriller",2017,5.5,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension."
The Fate of the Furious,"Action, Crime, Thriller",2017,6.7,"When a mysterious woman seduces Dom into the world of terrorism and a betrayal of those closest to him, the crew face trials that will test them as never before."
Sandy Wexler,Comedy,2017,5.1,"Sandy Wexler (Adam Sandler) is a talent manager working in Los Angeles in the 1990s, diligently representing a group of eccentric clients on the fringes of show business. His single-minded ..."
Betting on Zero,Documentary,2016,7.2,Writer/director Ted Braun follows controversial hedge fund titan Bill Ackman as he puts a billion dollars on the line in his crusade to expose Herbalife as the largest pyramid scheme in history.
Win It All,Comedy,2017,6.2,"Eddie Garrett agrees to watch a duffel bag for an acquaintance who is heading to prison. When he discovers cash in the bag, he's unable to resist the temptation and winds up deeply in debt...."
Captain Underpants: The First Epic Movie,"Animation, Action, Comedy, Family",2017,6.2,"2 overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants."
It Comes at Night,"Horror, Mystery",2017,6.2,"Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge."
Cars 3,"Animation, Adventure, Comedy, Family, Sport",2017,6.8,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.
Planet Earth II,Documentary,2016,9.5,David Attenborough returns in this breathtaking documentary showcasing life on Planet Earth.
The Hero,"Comedy, Drama, Romance",2017,6.5,An ailing movie star comes to terms with his past and mortality.
Nobody Speak: Trials of the Free Press,Documentary,2017,6.5,"The trial between Hulk Hogan and Gawker Media pitted privacy rights against freedom of the press, and raised important questions about how big money can silence media. This film is an ..."
The Death of Louis XIV,"Biography, Drama, History",2016,6.8,"Upon returning from a hunting expedition, King Louis XIV feels a sharp pain in his leg. He begins to die, surrounded by loyal followers in the royal chambers."
The Beguiled,"Drama, Thriller",2017,6.3,The unexpected arrival of a wounded Union soldier at a girls school in Virginia during the American Civil War leads to jealousy and betrayal.
Baby Driver,"Action, Crime, Drama, Music, Thriller",2017,7.6,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail."
Okja,"Action, Adventure, Drama, Sci-Fi",2017,7.3,"A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja."
Rough Night,"Comedy, Crime, Thriller",2017,5.2,Things go terribly wrong for a group of girlfriends who hire a male stripper for a bachelorette party in Miami.
Mystère à la Tour Eiffel,"Crime, Drama, Thriller",2015,6.3,"The daughter of one of the architects who built the Eiffel Tower gets framed for a murder that has taken place there, so she and her girlfriend embark on a quest across Paris to solve the mystery."
Stefan Zweig: Farewell to Europe,"Biography, Drama, History",2016,6.7,"Before Dawn charts the years of exile in the life of famous Jewish Austrian writer Stefan Zweig, his inner struggle for the ""right attitude"" toward the events in war torn Europe, and his search for a new home."
Get Me Roger Stone,"Documentary, Biography",2017,7.4,"A documentary exploring the life and career of notorious Republican dirty trickster and longtime Trump adviser, Roger Stone, who helped create the real estate mogul's political career."
Despicable Me 3,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",2017,6.3,"Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist."
Tickling Giants,Documentary,2016,8.3,"While the Egyptian revolution of 2011 is underway, surgeon turned comedian Bassem Youssef airs a television show that makes him popular to his countrymen but disliked by the government."
War for the Planet of the Apes,"Action, Adventure, Drama, Sci-Fi, Thriller",2017,7.5,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind."
The Square,"Comedy, Drama",2017,7.3,A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.
The Meyerowitz Stories (New and Selected),"Comedy, Drama",2017,6.9,An estranged family gathers together in New York City for an event celebrating the artistic work of their father.
War Machine,"Comedy, Drama, War",2017,6.0,"An idiosyncratic General confronts opposition from enemies, allies, and bureaucrats while leading a massive rebuilding operation in Afghanistan."
Tokyo Idols,"Documentary, Music",2017,7.0,"Girl bands and their pop music permeate every moment of Japanese life. Following an aspiring pop singer and her fans, Tokyo Idols explores a cultural phenomenon driven by an obsession with ..."
Vir Das: Abroad Understanding,Comedy,2017,6.6,"Comedian Vir Das critics nationalism, globalism and bad politics in two performances in New York and New Delhi."
"Norm Macdonald: Hitler's Dog, Gossip & Trickery","Documentary, Comedy",2017,7.1,"In this new stand-up special, Norm Macdonald delivers sly, deadpan observations from an older -- and perhaps even wiser -- point of view."
Valerian and the City of a Thousand Planets,"Action, Adventure, Fantasy, Sci-Fi",2017,6.5,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe."
The Gracefield Incident,"Action, Horror, Mystery, Sci-Fi, Thriller",2017,4.1,"In Gracefield, three couples are spending a long weekend in a luxurious cabin when suddenly an uninvited guest in the form of a meteorite, comes crashing the party..."
Shadow World,Documentary,2016,7.5,"Based on the book of The Shadow World, this feature length documentary is an investigation into the multi-billion dollar international arms trade."
Tiger Raid,"Action, Crime, Drama, Thriller, War",2016,4.6,"Two mercenaries ride a wave of pitch-black camaraderie as they travel through the desert night on their way to carry out a kidnapping in Iraq. As the raid progresses, their frenzied world ..."
What Happened to Monday,"Action, Crime, Drama, Mystery, Sci-Fi, Thriller",2017,6.9,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own."
Atomic Blonde,"Action, Mystery, Thriller",2017,6.7,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.
Goon: Last of the Enforcers,"Comedy, Sport",2017,5.8,A hockey player plagued by injuries is confronted with the possibility of retirement when a tough new player challenges his status as the league's top enforcer.
Dunkirk,"Action, Drama, History, Thriller, War",2017,7.9,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II."
The Putin Interviews,"Documentary, Biography",2017–,7.7,Academy Award-winning filmmaker Oliver Stone interviews the Russian president Vladimir Putin about divisive issues related to the US-Russia relations.
"Oh, Hello on Broadway",Comedy,2017,7.8,"Two delusional geriatrics reveal curious pasts, share a love of tuna and welcome a surprise guest in this filming of the popular comedy show."
Good Time,"Crime, Drama, Thriller",2017,7.3,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail."
The House,"Comedy, Crime",2017,5.6,"After the town takes away their daughter's college scholarship, a couple start an illegal casino in their friend's house to make back the money."
Logan Lucky,"Comedy, Crime, Drama",2017,7.0,Two brothers attempt to pull off a heist during a NASCAR race in North Carolina.
The Dark Tower,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",2017,5.7,"The last Gunslinger: Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, and determined to prevent him from toppling the Dark Tower that holds the universe together. With the fate of the world at stake, good and evil will collide in the ultimate battle, as only Roland can defend the Tower from the Man in Black."
Annabelle: Creation,"Horror, Mystery, Thriller",2017,6.5,"12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle."
It,"Horror, Thriller",2017,7.4,"In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town."
The Emoji Movie,"Animation, Adventure, Comedy, Family",2017,3.2,"Gene, a multi-expressional emoji, sets out on a journey to become a normal emoji."
Death Note,"Adventure, Crime, Drama, Fantasy, Horror, Mystery, Thriller",2017,4.5,"A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals."
Wind River,"Crime, Drama, Mystery, Thriller",2017,7.7,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.
Rory Scovel Tries Stand-Up for the First Time,"Documentary, Comedy",2017,6.7,"Comedian Rory Scovel storms the stage in Atlanta, where he shares unfocused thoughts about things that mystify him, relationships and the thong song"
Shot Caller,"Crime, Drama, Thriller",2017,7.3,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.
The Hitman's Bodyguard,"Action, Comedy, Thriller",2017,6.9,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time."
Rick and Morty: State of Georgia Vs. Denver Fenton Allen,Short,2016,8.8,"A faithful, word-for-word recreation of one colorful day in the American court system."
A German Life,"Documentary, Biography",2016,7.2,"Brunhilde Pomsel describes herself as an ""apolitical girl"" and a ""figure on the margins,"" but she got closer to one of the worst criminals in world history than anyone else left alive. ..."
Self-Criticism of a Bourgeois Dog,Comedy,2017,7.0,"A bourgeois dog and former filmmaker confesses how he became four-legged by failing in love, apple-picking and revolution. A political comedy with magic twists."
Lego DC Super Hero Girls: Brain Drain,"Animation, Action, Adventure, Comedy, Family",2017,5.4,"The DC Super Girls go LEGO® in this animated adventure brimming with brain-twisting action! The mind games are only beginning when Supergirl, Wonder Woman, and Batgirl have no recollection ..."
Kingsman: The Golden Circle,"Action, Adventure, Comedy",2017,6.8,"When their headquarters are destroyed and the world is held hostage, the Kingsman's journey leads them to the discovery of an allied spy organization in the United States. These two elite secret organizations must band together to defeat a common enemy."
Ari Shaffir: Double Negative,Comedy,2016,6.7,"Comedian Ari Shaffir steps outside of his yamaka to expose the uncomfortable truth that children are trash, and becoming an adult also brings about its own greasy problems."
Blade Runner 2049,"Drama, Mystery, Sci-Fi, Thriller",2017,8.0,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years."
The Nut Job 2: Nutty by Nature,"Animation, Action, Adventure, Comedy, Family, Fantasy",2017,5.4,"Following the events of the first movie, Surly and his friends must stop Oakton City's Mayor from destroying their home to make way for a dysfunctional amusement park."
Mother!,"Drama, Horror, Mystery",2017,6.6,"A couple's relationship is tested when uninvited guests arrive at their home, disrupting their tranquil existence."
Icarus,"Documentary, Sport, Thriller",2017,7.9,"When Bryan Fogel sets out to uncover the truth about doping in sports, a chance meeting with a Russian scientist transforms his story from a personal experiment into a geopolitical thriller..."
Open Water 3: Cage Dive,"Adventure, Drama, Thriller",2017,4.1,"Three friends filming an audition tape for an extreme reality show take part in shark cage diving, only to be left in great white infested waters, turning their recording into life and ..."
American Made,"Action, Biography, Comedy, Crime, Thriller",2017,7.2,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
Little Boxes,"Comedy, Drama",2016,5.9,"An interracial family struggles to adjust when they move from New York City to a small, predominately white town in Washington State."
Geostorm,"Action, Sci-Fi, Thriller",2017,5.3,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone."
Maz Jobrani: Immigrant,Comedy,2017,6.6,"In this very funny comedy show, Maz mainly focuses on current political environment especially by telling jokes about Donald Trump and his anti-immigrant politics. During the show he talks ..."
Sword Art Online: The Movie - Ordinal Scale,"Animation, Action, Adventure, Fantasy, Sci-Fi",2017,7.4,"Kirito uncovers a conspiracy within Ordinal Scale, a popular VR game developed for a new system called The Augma."
"Three Billboards Outside Ebbing, Missouri","Comedy, Crime, Drama",2017,8.2,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
Lady Bird,"Comedy, Drama",2017,7.4,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California."
Murder on the Orient Express,"Crime, Drama, Mystery",2017,6.5,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case."
Coco,"Animation, Adventure, Comedy, Family, Fantasy, Music, Mystery",2017,8.4,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer."
"Night Is Short, Walk On Girl","Animation, Adventure, Comedy, Family, Fantasy, Romance",2017,7.6,"The story of the titular girl known only as ""Otome"" and her insanely long night of partying and drinking-complete with a book fair, festival, and many adventures in between. It is also the ..."
"I, Tonya","Biography, Comedy, Drama, Sport",2017,7.5,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
Fireworks,"Animation, Drama, Romance",2017,5.7,"School children Norimichi, Yûsuke and Jun'ichi want to know if fireworks look round or flat from the side. They make a plan to find the answer at a fireworks display, while Nazuna schemes ..."
Gaga: Five Foot Two,"Documentary, Music",2017,7.1,This documentary goes behind the scenes with pop provocateur Lady Gaga as she releases a bold new album and prepares for her Super Bowl halftime show.
Front Cover,"Comedy, Drama, Romance",2015,6.0,"When a gay fashion stylist works with a renowned foreign actor, they both embark on a journey of self-discovery."
Paddington 2,"Adventure, Comedy, Family, Fantasy",2017,7.9,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
2048: Nowhere to Run,"Short, Action, Sci-Fi",2017,6.9,"Gentle Sapper, a replicant, unleashes his true power when he sees his loved ones in trouble."
The Death of Stalin,"Comedy, Drama, History, War",2017,7.2,"Moscow, 1953. After being in power for nearly 30 years, Soviet dictator Josef Stalin takes ill and quickly dies. Now the members of the Council of Ministers scramble for power."
Loving Vincent,"Animation, Biography, Crime, Drama, Mystery",2017,7.8,"In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there."
Blue Planet II,Documentary,2017–2018,9.3,"David Attenborough returns to the world's oceans in this sequel to the acclaimed documentary filming rare and unusual creatures of the deep, as well as documenting the problems our oceans face."
Christina P: Mother Inferior,Comedy,2017,6.3,"Christina Pazsitzky hits Seattle with a biting dose of reality, telling truths about her childhood, getting older and the horrors of giving birth."
Jumanji: Welcome to the Jungle,"Action, Adventure, Comedy, Fantasy",2017,7.0,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game."
Mayhem,"Action, Comedy, Horror, Thriller",2017,6.3,A virus spreads through an office complex causing white collar workers to act out their worst impulses.
Emerald Green,Fantasy,2016,5.9,"Adaptation of the final part of famous time-travel trilogy. Gwendolyn's heart is broken, will she trust Gideon again? There's no time to wallow in tears. Something unbelievable happens, and Gwendolyn finds herself in the race against time."
Wonder Wheel,Drama,2017,6.2,"On Coney Island in the 1950s, a lifeguard tells the story of a middle-aged carousel operator, his beleaguered wife, and the visitor who turns their lives upside-down."
Creep 2,"Horror, Thriller",2017,6.4,"A video artist looking for work drives to a remote house in the forest to meet a man claiming to be a serial killer. But after agreeing to spend the day with him, she soon realizes that she made a deadly mistake."
LBJ,"Biography, Drama, History",2016,6.4,"Lyndon B. Johnson aligns himself with John F. Kennedy, rises to the Presidency, and deals with the civil rights struggles of the 1960s."
"Roman J. Israel, Esq.","Crime, Drama, Thriller",2017,6.4,"Roman J. Israel, Esq., a driven, idealistic defense attorney, finds himself in a tumultuous series of events that lead to a crisis and the necessity for extreme action."
Darkest Hour,"Biography, Drama, History, War",2017,7.4,"In May 1940, the fate of Western Europe hangs on British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean a humiliating defeat for Britain and its empire."
Star Wars: Episode VIII - The Last Jedi,"Action, Adventure, Fantasy, Sci-Fi",2017,7.2,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order."
A Bad Moms Christmas,"Adventure, Comedy",2017,5.5,"As their own mothers drop in unexpectedly, our three under-appreciated and over-burdened moms rebel against the challenges and expectations of the Super Bowl for mothers: Christmas."
The Shape of Water,"Adventure, Drama, Fantasy, Romance, Thriller",2017,7.4,"At a top secret research facility in the 1960s, a lonely janitor forms a unique relationship with an amphibious creature that is being held in captivity."
Molly's Game,"Biography, Crime, Drama",2017,7.5,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target."
Wonder,"Drama, Family",2017,8.0,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
Daddy's Home Two,Comedy,2017,6.0,"Having finally gotten used to each other's existence, Brad and Dusty must now deal with their intrusive fathers during the holidays."
Jim & Andy: The Great Beyond,Documentary,2017,7.7,A behind-the-scenes look at how Jim Carrey adopted the persona of idiosyncratic comedian Andy Kaufman on the set of Man on the Moon (1999).
The Disaster Artist,"Biography, Comedy, Drama",2017,7.4,"When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true."
The Post,"Biography, Drama, History, Thriller",2017,7.2,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between the press and the government.
The Greatest Showman,"Biography, Drama, Musical",2017,7.6,Celebrates the birth of show business and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.
Ferdinand,"Animation, Adventure, Comedy, Family, Fantasy",2017,6.7,"After Ferdinand, a bull with a big heart, is mistaken for a dangerous beast, he is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure."
Jack Whitehall: At Large,Comedy,2017,6.9,"Fresh from hosting the Royal Variety Performance and starring in Bad Education and A League Of Their Own, this is your chance to catch Jack at his dynamic best."
Lynne Koplitz: Hormonal Beast,Comedy,2017,6.1,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want."
Phantom Thread,"Drama, Romance",2017,7.5,"Set in 1950s London, Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young, strong-willed woman, Alma, who becomes his muse and lover."
Too Funny to Fail: The Life & Death of The Dana Carvey Show,Documentary,2017,7.9,"Creators, cast and network executives recount the strange history of the Dana Carvey Show, the irreverent prime time sketch comedy show that aired for eight episodes on ABC, following its star's meteoric run on Saturday Night Live."
Craig Ferguson: Tickle Fight,Comedy,2017,6.5,"Cheeky comic Craig Ferguson keeps it casual as he discusses '70s porn, Japanese toilets and his mildly crime-filled days as a talk show host."
Annihilation,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",2018,6.9,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply."
A Christmas Story Live!,Musical,2017,4.6,"A live broadcast of the Broadway hit ""A Christmas Story: The Musical"" in which Ralphie wishes for nothing more than a Red Ryder BB Gun for Christmas."
Judd Apatow: The Return,Comedy,2017,6.2,"Judd Apatow returns to stand-up comedy after 25 years, riffing on living with three women, amusing moments from his career and much more."
Bright,"Action, Crime, Fantasy, Thriller",2017,6.4,A detective must work with an Orc to find a powerful wand before evil creatures do.
The Commuter,"Action, Crime, Drama, Mystery, Thriller",2018,6.3,An Insurance Salesman/Ex-Cop is caught up in a criminal conspiracy during his daily commute home.
Dave Chappelle: Equanimity,"Documentary, Comedy",2017,8.1,"Dave talks about not actually growing up in the projects, the hate he received from the transgender community, and from fake news."
Quest,"Documentary, Family, Music",2017,7.1,A husband and wife live in an impoverished neighborhood in north Philadelphia while they raise their daughter and run a recording studio in their basement.
#DUPE#,N/A,2017,N/A,N/A
Insidious: The Last Key,"Horror, Mystery, Thriller",2018,5.7,"Parapsychologist Dr. Elise Rainier faces her most fearsome and personal haunting yet, as she is drawn back to her ghostly childhood home, where the terror began."
Game Night,"Action, Comedy, Crime, Mystery",2018,7.0,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.
Maze Runner: The Death Cure,"Action, Sci-Fi, Thriller",2018,6.2,"Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare""."
Isle of Dogs,"Animation, Adventure, Comedy, Drama, Fantasy, Sci-Fi",2018,7.9,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog."
The Clapper,Comedy,2017,5.1,15 minutes of fame destroys the life of a man who works as a clapper in television.
Tom Segura: Disgraceful,"Documentary, Comedy",2018,7.5,Comedian Tom Segura rants about funny things about pop culture and the way of living in 2018.
When We First Met,"Comedy, Fantasy, Romance",2018,6.4,Noah meets Avery at a Halloween party and falls in love but gets friend-zoned. 3 years later she's engaged to someone else. Noah uses the photo booth time machine several times to return and fix things. Will it work or...?
The Cloverfield Paradox,"Horror, Mystery, Sci-Fi, Thriller",2018,5.6,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality."
Making a Murderer,"Documentary, Crime",2015–,8.7,"Filmed over a 10-year period, Steven Avery, a DNA exoneree who, while in the midst of exposing corruption in local law enforcement, finds himself the prime suspect in a grisly new crime."
Tomb Raider,"Action, Adventure, Fantasy, Thriller",2018,6.3,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father disappeared."
Fullmetal Alchemist,"Action, Adventure, Fantasy, Sci-Fi",2017,5.8,Two alchemist brothers go on a quest for the Philosopher's Stone after an attempt to revive their dead mother goes horribly wrong.
First Reformed,"Drama, Mystery, Thriller",2017,7.1,"A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past."
Fred Armisen: Standup For Drummers,Comedy,2018,5.8,"Comedian and drummer Fred Armisen performs stand-up material, music, and sketches for an audience of fellow drummers."
Death Wish,"Action, Crime, Drama, Thriller",2018,6.4,"Dr. Paul Kersey is an experienced trauma surgeon, a man who has spent his life saving lives. After an attack on his family, Paul embarks on his own mission for justice."
A Wrinkle in Time,"Adventure, Family, Fantasy, Sci-Fi",2018,4.2,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him."
"Love, Simon","Comedy, Drama, Romance",2018,7.7,"Simon Spier keeps a huge secret from his family, his friends and all of his classmates: he's gay. When that secret is threatened, Simon must face everyone and come to terms with his identity."
A Quiet Place,"Drama, Horror, Mystery, Sci-Fi, Thriller",2018,7.6,"In a post-apocalyptic world, a family is forced to live in silence while hiding from monsters with ultra-sensitive hearing."
Alpha,"Adventure, Drama, Family",2018,6.7,"In the prehistoric past, a young man struggles to return home after being separated from his tribe during a buffalo hunt. He finds a similarly lost wolf companion and starts a friendship that would change humanity."
I Kill Giants,"Drama, Fantasy, Thriller",2017,6.2,Barbara Thorson struggles through life by escaping into a fantasy life of magic and monsters.
"Game Over, Man!","Action, Comedy",2018,5.4,Three friends are on the verge of getting their video game financed when their benefactor is taken hostage by terrorists.
Blockers,Comedy,2018,6.2,Three parents try to stop their daughters from losing their virginity on prom night.
